name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,clusters,centroid
Kepler-1604 b,1765.0,15.224,Super Earth,2016,2.57,Earth,1.41,Earth,0.0089,0.0019164955,0.0,Transit,0,[2568.35918367]
Kepler-1317 b,2376.0,15.083,Super Earth,2016,3.05,Earth,1.56,Earth,0.0128,0.0016427105,0.0,Transit,0,[2568.35918367]
Kepler-1873 b,2678.0,15.889,Super Earth,2021,3.28,Earth,1.626,Earth,0.0128,0.0016427105,0.0,Transit,0,[2568.35918367]
Kepler-1415 b,3404.0,15.937,Super Earth,2016,2.21,Earth,1.29,Earth,0.0144,0.0016427105,0.0,Transit,0,[2568.35918367]
Kepler-1310 b,1857.0,14.346,Super Earth,2016,2.67,Earth,1.44,Earth,0.0148,0.0019164955,0.0,Transit,0,[2568.35918367]
Kepler-1067 b,2178.0,14.395,Terrestrial,2016,0.437,Earth,0.8,Earth,0.0162,0.0021902807,0.0,Transit,0,[2568.35918367]
Kepler-1320 b,2112.0,15.936,Super Earth,2016,3.53,Earth,1.7,Earth,0.0163,0.0024640656,0.0,Transit,0,[2568.35918367]
Kepler-1167 b,2678.0,16.047,Super Earth,2016,3.57,Earth,1.71,Earth,0.0175,0.0027378509,0.0,Transit,0,[2568.35918367]
Kepler-1559 b,2006.0,14.549,Terrestrial,2016,0.299,Earth,0.72,Earth,0.018,0.0027378509,0.0,Transit,0,[2568.35918367]
Kepler-1200 b,1920.0,16.06,Super Earth,2016,1.2,Earth,1.06,Earth,0.0188,0.003011636,0.0,Transit,0,[2568.35918367]
Kepler-757 b,3486.0,15.066,Super Earth,2016,2.42,Earth,1.36,Earth,0.019,0.0027378509,0.0,Transit,0,[2568.35918367]
Kepler-1206 b,2486.0,15.971,Super Earth,2016,3.33,Earth,1.64,Earth,0.0201,0.003285421,0.0,Transit,0,[2568.35918367]
Kepler-1258 b,2341.0,13.929,Terrestrial,2016,0.566,Earth,0.86,Earth,0.0201,0.0027378509,0.0,Transit,0,[2568.35918367]
Kepler-756 b,2779.0,15.986,Super Earth,2016,1.46,Earth,1.12,Earth,0.0219,0.003285421,0.0,Transit,0,[2568.35918367]
Kepler-1531 b,2174.0,13.202,Super Earth,2016,1.41,Earth,1.11,Earth,0.022,0.003011636,0.0,Transit,0,[2568.35918367]
OGLE-TR-113 b,1848.0,15.8485,Gas Giant,2004,1.26,Jupiter,1.093,Jupiter,0.02289,0.003832991,0.15,Transit,0,[2568.35918367]
Kepler-198 d,1616.0,13.684,Super Earth,2016,2.96,Earth,1.53,Earth,0.0229,0.003559206,0.0,Transit,0,[2568.35918367]
Kepler-1106 b,3558.0,14.863,Super Earth,2016,3.36,Earth,1.65,Earth,0.0239,0.003559206,0.0,Transit,0,[2568.35918367]
Kepler-1565 b,2055.0,15.381,Super Earth,2016,1.81,Earth,1.19,Earth,0.0241,0.0041067763,0.0,Transit,0,[2568.35918367]
Kepler-1763 b,2468.0,13.634,Super Earth,2021,1.59,Earth,1.147,Earth,0.0257,0.0041067763,0.0,Transit,0,[2568.35918367]
Kepler-1082 b,2412.0,13.444,Super Earth,2016,1.46,Earth,1.12,Earth,0.0257,0.0041067763,0.0,Transit,0,[2568.35918367]
Kepler-1072 b,3206.0,13.972,Super Earth,2016,3.12,Earth,1.58,Earth,0.0269,0.0043805614,0.0,Transit,0,[2568.35918367]
Kepler-256 b,3348.0,15.178,Super Earth,2014,3.15,Earth,1.59,Earth,0.027,0.0043805614,0.0,Transit,0,[2568.35918367]
Kepler-1153 b,3652.0,15.767,Super Earth,2016,3.64,Earth,1.73,Earth,0.0277,0.004928131,0.0,Transit,0,[2568.35918367]
Kepler-157 b,2524.0,14.206,Super Earth,2014,2.3,Earth,1.32,Earth,0.028,0.0046543465,0.0,Transit,0,[2568.35918367]
Kepler-1522 b,2656.0,14.357,Super Earth,2016,3.64,Earth,1.73,Earth,0.0288,0.004928131,0.0,Transit,0,[2568.35918367]
Kepler-412 b,3543.0,14.399,Gas Giant,2014,0.941,Jupiter,1.341,Jupiter,0.02897,0.0046543465,0.0,Transit,0,[2568.35918367]
CoRoT-18 b,2495.0,14.868,Gas Giant,2011,3.47,Jupiter,1.31,Jupiter,0.0295,0.005201916,0.08,Transit,0,[2568.35918367]
Kepler-1528 b,2667.0,14.576,Super Earth,2016,2.73,Earth,1.46,Earth,0.0296,0.004928131,0.0,Transit,0,[2568.35918367]
HATS-67 b,3132.0,13.698,Gas Giant,2018,1.45,Jupiter,1.685,Jupiter,0.03032,0.0043805614,0.06,Transit,0,[2568.35918367]
Kepler-1430 b,2856.0,15.567,Super Earth,2016,1.76,Earth,1.18,Earth,0.0304,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-312 b,2602.0,13.01,Super Earth,2014,2.21,Earth,1.29,Earth,0.031,0.004928131,0.0,Transit,0,[2568.35918367]
Kepler-41 b,3566.0,14.509,Gas Giant,2011,0.56,Jupiter,1.29,Jupiter,0.03101,0.005201916,0.0,Transit,0,[2568.35918367]
HATS-34 b,1660.0,13.857,Gas Giant,2016,0.941,Jupiter,1.43,Jupiter,0.03166,0.0057494864,0.108,Transit,0,[2568.35918367]
HATS-35 b,1678.0,12.609,Gas Giant,2016,1.222,Jupiter,1.464,Jupiter,0.03199,0.004928131,0.306,Transit,0,[2568.35918367]
Kepler-1146 b,2293.0,15.953,Super Earth,2016,2.04,Earth,1.23,Earth,0.0325,0.006570842,0.0,Transit,0,[2568.35918367]
Kepler-707 b,1930.0,15.022,Super Earth,2016,2.33,Earth,1.33,Earth,0.0325,0.006023272,0.0,Transit,0,[2568.35918367]
Kepler-586 b,2263.0,14.435,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.0331,0.0057494864,0.0,Transit,0,[2568.35918367]
Kepler-760 c,2585.0,15.181,Super Earth,2016,2.79,Earth,1.48,Earth,0.0333,0.0068446267,0.0,Transit,0,[2568.35918367]
GPX-1 b,2137.0,12.316,Gas Giant,2021,19.7,Jupiter,1.47,Jupiter,0.0338,0.0046543465,0.0,Transit,0,[2568.35918367]
HATS-23 b,2084.0,13.84,Gas Giant,2017,1.47,Jupiter,1.86,Jupiter,0.03397,0.006023272,0.114,Transit,0,[2568.35918367]
WASP-133 b,1824.0,12.891,Gas Giant,2016,1.16,Jupiter,1.21,Jupiter,0.0345,0.006023272,0.17,Transit,0,[2568.35918367]
Kepler-1438 b,3765.0,14.983,Terrestrial,2016,0.779,Earth,0.94,Earth,0.0346,0.0062970566,0.0,Transit,0,[2568.35918367]
Qatar-7 b,2303.0,13.134,Gas Giant,2019,1.88,Jupiter,1.7,Jupiter,0.0352,0.0054757018,0.0,Transit,0,[2568.35918367]
Kepler-1073 d,2642.0,14.749,Super Earth,2021,2.82,Earth,1.488,Earth,0.0352,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-1885 b,2670.0,14.851,Super Earth,2021,2.89,Earth,1.511,Earth,0.036,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-115 b,2034.0,13.545,Super Earth,2014,1.32,Earth,1.09,Earth,0.036,0.006570842,0.0,Transit,0,[2568.35918367]
Kepler-872 b,2870.0,15.242,Super Earth,2016,4.62,Earth,1.99,Earth,0.0362,0.007118412,0.0,Transit,0,[2568.35918367]
Kepler-1363 b,1767.0,15.454,Super Earth,2016,2.1,Earth,1.25,Earth,0.0363,0.007939767,0.0,Transit,0,[2568.35918367]
HATS-54 b,2442.0,13.937,Gas Giant,2019,0.753,Jupiter,1.015,Jupiter,0.037,0.0068446267,0.0,Transit,0,[2568.35918367]
Kepler-1832 b,1586.0,14.577,Super Earth,2021,2.02,Earth,1.227,Earth,0.037,0.008487337,0.0,Transit,0,[2568.35918367]
POTS-1 b,2440.0,17.9083,Gas Giant,2013,2.31,Jupiter,0.941,Jupiter,0.03734,0.008761123,0.0,Transit,0,[2568.35918367]
Kepler-695 b,2750.0,15.262,Gas Giant,2016,0.196,Jupiter,0.822,Jupiter,0.0374,0.008213553,0.0,Transit,0,[2568.35918367]
Kepler-224 b,2551.0,15.801,Super Earth,2014,2.51,Earth,1.39,Earth,0.038,0.008487337,0.0,Transit,0,[2568.35918367]
HATS-14 b,1673.0,14.052,Gas Giant,2015,1.071,Jupiter,1.039,Jupiter,0.03815,0.007665982,0.142,Transit,0,[2568.35918367]
Kepler-862 b,3389.0,15.601,Neptune-like,2016,5.52,Earth,2.21,Earth,0.039,0.008487337,0.0,Transit,0,[2568.35918367]
Kepler-121 b,1665.0,14.904,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.039,0.008761123,0.0,Transit,0,[2568.35918367]
Kepler-1594 b,3187.0,14.951,Super Earth,2016,1.2,Earth,1.06,Earth,0.0396,0.0073921974,0.0,Transit,0,[2568.35918367]
Kepler-1560 b,1639.0,13.505,Terrestrial,2016,0.64,Earth,0.89,Earth,0.0397,0.008213553,0.0,Transit,0,[2568.35918367]
Kepler-181 b,1987.0,14.854,Super Earth,2014,2.15,Earth,1.27,Earth,0.04,0.008487337,0.0,Transit,0,[2568.35918367]
CoRoT-12 b,3674.0,15.588,Gas Giant,2010,0.917,Jupiter,1.44,Jupiter,0.04016,0.007665982,0.07,Transit,0,[2568.35918367]
Kepler-1745 b,3249.0,14.854,Super Earth,2021,4.38,Earth,1.929,Earth,0.0408,0.008213553,0.0,Transit,0,[2568.35918367]
K2-230 b,1764.0,12.789,Super Earth,2018,4.5,Earth,1.96,Earth,0.0409,0.007939767,0.0,Transit,0,[2568.35918367]
HATS-28 b,1746.0,13.981,Gas Giant,2016,0.672,Jupiter,1.194,Jupiter,0.04131,0.008761123,0.202,Transit,0,[2568.35918367]
Kepler-426 b,2752.0,15.032,Gas Giant,2014,0.34,Jupiter,1.09,Jupiter,0.0414,0.008761123,0.18,Transit,0,[2568.35918367]
Kepler-1271 b,2714.0,14.075,Super Earth,2016,2.79,Earth,1.48,Earth,0.0418,0.008213553,0.0,Transit,0,[2568.35918367]
Kepler-1699 b,2671.0,14.836,Super Earth,2020,3.08,Earth,1.567,Earth,0.0418,0.009582478,0.0,Transit,0,[2568.35918367]
Kepler-247 b,2165.0,15.199,Super Earth,2014,3.33,Earth,1.64,Earth,0.042,0.009034907,0.0,Transit,0,[2568.35918367]
Kepler-650 b,2885.0,13.825,Neptune-like,2016,9.06,Earth,0.264,Jupiter,0.0421,0.008213553,0.0,Transit,0,[2568.35918367]
Kepler-495 b,2149.0,14.942,Neptune-like,2016,23.8,Earth,0.467,Jupiter,0.0427,0.009308693,0.0,Transit,0,[2568.35918367]
Kepler-488 b,3736.0,14.868,Gas Giant,2016,124.0,Jupiter,1.409,Jupiter,0.0428,0.008487337,0.0,Transit,0,[2568.35918367]
Kepler-485 b,3722.0,15.069,Gas Giant,2016,112.0,Jupiter,1.286,Jupiter,0.0433,0.008761123,0.0,Transit,0,[2568.35918367]
Kepler-428 b,2239.0,15.362,Gas Giant,2014,1.27,Jupiter,1.08,Jupiter,0.0433,0.009582478,0.22,Transit,0,[2568.35918367]
Kepler-207 c,2856.0,13.164,Super Earth,2014,2.86,Earth,1.5,Earth,0.044,0.008487337,0.0,Transit,0,[2568.35918367]
Kepler-150 b,2907.0,15.161,Super Earth,2014,2.1,Earth,1.25,Earth,0.044,0.009308693,0.0,Transit,0,[2568.35918367]
HATS-12 b,2434.0,12.831,Gas Giant,2016,2.39,Jupiter,0.692,Jupiter,0.0441,0.008487337,0.085,Transit,0,[2568.35918367]
NGTS-15 b,2566.0,14.669,Gas Giant,2021,0.751,Jupiter,1.1,Jupiter,0.0441,0.009034907,0.0,Transit,0,[2568.35918367]
Kepler-1585 b,3081.0,16.326,Super Earth,2016,3.86,Earth,1.79,Earth,0.0445,0.009856262,0.0,Transit,0,[2568.35918367]
NGTS-18 b,3576.0,14.588,Gas Giant,2021,0.409,Jupiter,1.21,Jupiter,0.0448,0.008487337,0.0,Transit,0,[2568.35918367]
K2-60 b,1604.0,12.857,Gas Giant,2016,0.426,Jupiter,0.683,Jupiter,0.045,0.008213553,0.0,Transit,0,[2568.35918367]
Kepler-337 b,2212.0,12.799,Super Earth,2014,2.99,Earth,1.54,Earth,0.045,0.009034907,0.0,Transit,0,[2568.35918367]
Kepler-1901 b,3355.0,15.097,Super Earth,2021,2.77,Earth,1.474,Earth,0.0453,0.009582478,0.0,Transit,0,[2568.35918367]
Kepler-778 b,3060.0,15.959,Super Earth,2016,3.46,Earth,1.68,Earth,0.0453,0.010403832,0.0,Transit,0,[2568.35918367]
Kepler-673 b,2995.0,15.592,Neptune-like,2016,34.8,Earth,0.583,Jupiter,0.0455,0.010130048,0.0,Transit,0,[2568.35918367]
Kepler-1065 b,3662.0,15.744,Neptune-like,2016,13.4,Earth,0.333,Jupiter,0.0455,0.009856262,0.0,Transit,0,[2568.35918367]
K2-238 b,1755.0,13.973,Gas Giant,2018,0.86,Jupiter,1.3,Jupiter,0.046,0.008761123,0.0,Transit,0,[2568.35918367]
Kepler-716 c,2071.0,15.314,Super Earth,2020,2.52,Earth,1.393,Earth,0.046,0.0109514035,0.0,Transit,0,[2568.35918367]
Kepler-861 b,2774.0,15.993,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0463,0.010677618,0.0,Transit,0,[2568.35918367]
Kepler-1295 b,3831.0,16.227,Super Earth,2016,3.02,Earth,1.55,Earth,0.0464,0.010403832,0.0,Transit,0,[2568.35918367]
HATS-8 b,2592.0,14.512,Gas Giant,2015,0.138,Jupiter,0.873,Jupiter,0.04667,0.009856262,0.376,Transit,0,[2568.35918367]
Kepler-501 c,3671.0,14.886,Super Earth,2021,3.47,Earth,1.681,Earth,0.0467,0.009856262,0.0,Transit,0,[2568.35918367]
HATS-60 b,1587.0,12.662,Gas Giant,2018,0.662,Jupiter,1.153,Jupiter,0.04708,0.009856262,0.19,Transit,0,[2568.35918367]
Kepler-1891 b,1945.0,14.412,Super Earth,2021,2.93,Earth,1.521,Earth,0.0473,0.0109514035,0.0,Transit,0,[2568.35918367]
K2-107 b,2235.0,13.012,Gas Giant,2017,0.84,Jupiter,1.426,Jupiter,0.0475,0.009034907,0.0,Transit,0,[2568.35918367]
HATS-53 b,1911.0,13.944,Gas Giant,2017,0.595,Jupiter,1.34,Jupiter,0.04753,0.010677618,0.33,Transit,0,[2568.35918367]
WASP-153 b,1990.0,12.591,Gas Giant,2017,0.39,Jupiter,1.55,Jupiter,0.048,0.009034907,0.009,Transit,0,[2568.35918367]
CoRoT-23 b,3461.0,15.675,Gas Giant,2011,2.8,Jupiter,1.05,Jupiter,0.048,0.009856262,0.16,Transit,0,[2568.35918367]
Kepler-1612 b,2495.0,14.936,Super Earth,2016,1.08,Earth,1.03,Earth,0.0482,0.010677618,0.0,Transit,0,[2568.35918367]
WASP-165 b,1964.0,12.816,Gas Giant,2018,0.658,Jupiter,1.26,Jupiter,0.04823,0.009582478,0.0,Transit,0,[2568.35918367]
Kepler-1792 b,1961.0,15.566,Neptune-like,2021,6.89,Earth,0.225,Jupiter,0.0488,0.011498973,0.0,Transit,0,[2568.35918367]
K2-278 b,2565.0,13.446,Neptune-like,2018,9.17,Earth,0.266,Jupiter,0.0488,0.009034907,0.0,Transit,0,[2568.35918367]
Kepler-1235 b,1763.0,14.079,Terrestrial,2016,0.418,Earth,0.79,Earth,0.0491,0.011498973,0.0,Transit,0,[2568.35918367]
Kepler-793 b,3215.0,14.742,Super Earth,2016,2.45,Earth,1.37,Earth,0.0491,0.011498973,0.0,Transit,0,[2568.35918367]
Kepler-570 b,1853.0,14.451,Neptune-like,2016,6.57,Earth,0.219,Jupiter,0.0497,0.011772759,0.0,Transit,0,[2568.35918367]
HAT-P-35 b,1654.0,12.389,Gas Giant,2011,1.056,Jupiter,1.332,Jupiter,0.04978,0.009856262,0.02,Transit,0,[2568.35918367]
Kepler-171 b,2818.0,15.101,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.05,0.011498973,0.0,Transit,0,[2568.35918367]
Kepler-237 b,2146.0,15.689,Super Earth,2014,2.57,Earth,1.41,Earth,0.05,0.012867898,0.0,Transit,0,[2568.35918367]
